id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1560326061241532416,1560326061241532416,2022-08-18 14:01:37 Eastern Daylight Time,2022-08-18,14:01:37,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,064,207 Americans have died from #COVID19 (16.5% of all deaths worldwide). That is about the same as 38,007 Sandy Hook Elementary School shootings which killed 28 people in 2012:  https://t.co/fV9xAl2Y1S",en,[],['https://en.wikipedia.org/wiki/Sandy_Hook_Elementary_School_shooting'],[],0,0,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1560326061241532416,False,,0,,,,,,,,[],,,,
1559601309908713474,1559601309908713474,2022-08-16 14:01:42 Eastern Daylight Time,2022-08-16,14:01:42,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,062,770 Americans have died from #COVID19 (16.5% of all deaths worldwide). That is about the same as 62,515 Stoneman Douglas High School shootings which killed 17 people in 2018:  https://t.co/3d495sSHbG",en,[],['https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting'],[],0,1,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1559601309908713474,False,,0,,,,,,,,[],,,,
1559208715772903431,1559208715772903431,2022-08-15 12:01:41 Eastern Daylight Time,2022-08-15,12:01:41,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,062,343 Americans have died from #COVID19 (16.5% of all deaths worldwide). That is about the same as 62,490 Stoneman Douglas High School shootings which killed 17 people in 2018:  https://t.co/3d495sSHbG",en,[],['https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting'],[],0,0,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1559208715772903431,False,,0,,,,,,,,[],,,,
1558529124737716225,1558529124737716225,2022-08-13 15:01:14 Eastern Daylight Time,2022-08-13,15:01:14,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,062,151 Americans have died from #COVID19 (16.5% of all deaths worldwide). That is about the same as 62,479 Stoneman Douglas High School shootings which killed 17 people in 2018:  https://t.co/3d495sSHbG",en,[],['https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting'],[],0,2,1,['covid19'],[],https://twitter.com/COVID_Scale/status/1558529124737716225,False,,0,,,,,,,,[],,,,
1553727683120480257,1553727683120480257,2022-07-31 09:02:01 Eastern Daylight Time,2022-07-31,09:02:01,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,055,051 Americans have died from #COVID19 (16.4% of all deaths worldwide). That is about the same as 62,061 Stoneman Douglas High School shootings which killed 17 people in 2018:  https://t.co/3d495sSHbG",en,[],['https://en.wikipedia.org/wiki/Stoneman_Douglas_High_School_shooting'],[],0,0,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1553727683120480257,False,,0,,,,,,,,[],,,,
1553493472488873987,1553493472488873987,2022-07-30 17:31:21 Eastern Daylight Time,2022-07-30,17:31:21,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,055,039 Americans have died from #COVID19 (16.4% of all deaths worldwide). That is about the same as 37,679 Sandy Hook Elementary School shootings which killed 28 people in 2012:  https://t.co/fV9xAl2Y1S",en,[],['https://en.wikipedia.org/wiki/Sandy_Hook_Elementary_School_shooting'],[],0,0,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1553493472488873987,False,,0,,,,,,,,[],,,,
1553417878602391553,1553417878602391553,2022-07-30 12:30:58 Eastern Daylight Time,2022-07-30,12:30:58,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,055,020 Americans have died from #COVID19 (16.4% of all deaths worldwide). That is about the same as 37,679 Sandy Hook Elementary School shootings which killed 28 people in 2012:  https://t.co/fV9xAl2Y1S",en,[],['https://en.wikipedia.org/wiki/Sandy_Hook_Elementary_School_shooting'],[],0,0,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1553417878602391553,False,,0,,,,,,,,[],,,,
1552111856810180609,1552111856810180609,2022-07-26 22:01:18 Eastern Daylight Time,2022-07-26,22:01:18,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,052,935 Americans have died from #COVID19 (16.4% of all deaths worldwide). That is about the same as 37,604 Sandy Hook Elementary School shootings which killed 28 people in 2012:  https://t.co/fV9xAl2Y1S",en,[],['https://en.wikipedia.org/wiki/Sandy_Hook_Elementary_School_shooting'],[],0,0,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1552111856810180609,False,,0,,,,,,,,[],,,,
1551507952971956225,1551507952971956225,2022-07-25 06:01:36 Eastern Daylight Time,2022-07-25,06:01:36,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,051,996 Americans have died from #COVID19 (16.4% of all deaths worldwide). That is about the same as 37,571 Sandy Hook Elementary School shootings which killed 28 people in 2012:  https://t.co/fV9xAl2Y1S",en,[],['https://en.wikipedia.org/wiki/Sandy_Hook_Elementary_School_shooting'],[],0,0,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1551507952971956225,False,,0,,,,,,,,[],,,,
1549597740748914689,1549597740748914689,2022-07-19 23:31:06 Eastern Daylight Time,2022-07-19,23:31:06,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,049,683 Americans have died from #COVID19 (16.4% of all deaths worldwide). That is about the same as 37,488 Sandy Hook Elementary School shootings which killed 28 people in 2012:  https://t.co/fV9xAl2Y1S",en,[],['https://en.wikipedia.org/wiki/Sandy_Hook_Elementary_School_shooting'],[],0,0,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1549597740748914689,False,,0,,,,,,,,[],,,,
1579510195297755137,1579510195297755137,2022-10-10 12:32:31 Eastern Daylight Time,2022-10-10,12:32:31,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus dem Kreis #Segeberg vom 10.10.2022:  Neue Fälle: 321 Fälle kumulativ: 107758  Hospitalisierungen: 9 Verstorbene (kum.): 341  Infizierte pro 100k EW: 38430.1  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['segeberg', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579510195297755137,False,,0,,,,,,,,[],,,,
1579510191263215617,1579437484978888704,2022-10-10 12:32:30 Eastern Daylight Time,2022-10-10,12:32:30,-0400,1420794445553799168,edwarddean911,EDWARD CONTRERAZ,,@BlaineStewart16 @haveaconcern The medical community is responsible for most of the #COVID19 deaths. They denied people lifesaving alternatives. These people were killed because the majority of the #medical community decided that they would rather obey Biden than follow their sacred oath. #Muderers #CDC #MAGA,en,[],[],[],0,0,0,"['covid19', 'medical', 'muderers', 'cdc', 'maga']",[],https://twitter.com/EdwardDean911/status/1579510191263215617,False,,0,,,,,,,,"[{'screen_name': 'BlaineStewart16', 'name': 'Blaine Stewart', 'id': '1205598890562670598'}, {'screen_name': 'haveaconcern', 'name': 'Farrell Ross I FOLLOW BACK', 'id': '2290755964'}]",,,,
1579510155569672193,1579510155569672193,2022-10-10 12:32:21 Eastern Daylight Time,2022-10-10,12:32:21,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus #SchleswigHolstein vom 10.10.2022:  Neue Fälle: 5043 Fälle kumulativ: 1041066  Hospitalisierungen: 108 Verstorbene: 9 Verstorbene (kum.): 2924  Infizierte pro 100k EW: 35628.5  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['schleswigholstein', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579510155569672193,False,,0,,,,,,,,[],,,,
1579510149324374017,1579510149324374017,2022-10-10 12:32:20 Eastern Daylight Time,2022-10-10,12:32:20,-0400,385010386,justinmorganmd,"Justin Morgan, MD, FAAP",,Thank you @AmerAcadPeds for requiring #COVID19 vaccination &amp; masking for @AAPexperience. Multiple layers of protection to keep #tweetiatricians safe.   #CovidIsNotOver #AAP2022  https://t.co/LCDHkkDCP5,en,"[{'screen_name': 'ameracadpeds', 'name': 'american academy of pediatrics', 'id': '32431468'}, {'screen_name': 'aapexperience', 'name': 'aap national conference & exhibition', 'id': '21759924'}]",[],['https://pbs.twimg.com/tweet_video_thumb/FeuMG17UoAEY3oC.jpg'],0,0,0,"['covid19', 'tweetiatricians', 'covidisnotover', 'aap2022']",[],https://twitter.com/JustinMorganMD/status/1579510149324374017,False,,1,https://pbs.twimg.com/tweet_video_thumb/FeuMG17UoAEY3oC.jpg,,,,,,,[],,,,
1579510107192561664,1579510107192561664,2022-10-10 12:32:10 Eastern Daylight Time,2022-10-10,12:32:10,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus dem Kreis #SchleswigFlensburg vom 10.10.2022:  Neue Fälle: 364 Fälle kumulativ: 70206  Hospitalisierungen: 8 Verstorbene (kum.): 145  Infizierte pro 100k EW: 34448.6  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['schleswigflensburg', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579510107192561664,False,,0,,,,,,,,[],,,,
1579510046438064129,1579510046438064129,2022-10-10 12:31:55 Eastern Daylight Time,2022-10-10,12:31:55,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus dem Kreis #RendsburgEckernförde vom 10.10.2022:  Neue Fälle: 581 Fälle kumulativ: 99525  Hospitalisierungen: 8 Verstorbene: 2 Verstorbene (kum.): 124  Infizierte pro 100k EW: 36052.9  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['rendsburgeckernförde', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579510046438064129,False,,0,,,,,,,,[],,,,
1579510042432524289,1579510042432524289,2022-10-10 12:31:54 Eastern Daylight Time,2022-10-10,12:31:54,-0400,1043261129122885637,gobmxhidalgo,Delegación de Programas para el Bienestar Hidalgo,,"Las personas mayores de 18 años ya acuden en #Tlaxcoapan a recibir el refuerzo de la vacuna contra el #COVID19, de la farmacéutica #Cansino.   Si tiene más de 4 meses que recibiste tu última vacuna, no dejes pasar la oportunidad y acude a inocularte.  #JuntosSaldremosAdelante  https://t.co/obAtHwxTgR",es,[],[],"['https://pbs.twimg.com/media/FeuL9UcUoAwTIiG.jpg', 'https://pbs.twimg.com/media/FeuL9UcUoAgJ_H-.jpg', 'https://pbs.twimg.com/media/FeuL9UeUUAAs_BX.jpg', 'https://pbs.twimg.com/media/FeuL9UbUoAg_-Fu.jpg']",0,0,0,"['tlaxcoapan', 'covid19', 'cansino', 'juntossaldremosadelante']",[],https://twitter.com/GobMXHidalgo/status/1579510042432524289,False,,1,https://pbs.twimg.com/media/FeuL9UcUoAwTIiG.jpg,,,,,,,[],,,,
1579510015102443520,1579510015102443520,2022-10-10 12:31:48 Eastern Daylight Time,2022-10-10,12:31:48,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus dem Kreis #Plön vom 10.10.2022:  Neue Fälle: 308 Fälle kumulativ: 41263  Hospitalisierungen: 11 Verstorbene (kum.): 71  Infizierte pro 100k EW: 31817.4  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['plön', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579510015102443520,False,,0,,,,,,,,[],,,,
1579509995837984768,1579509995837984768,2022-10-10 12:31:43 Eastern Daylight Time,2022-10-10,12:31:43,-0400,1372734001794940930,iafrategianni,Gianni Iafrate,,(PDF) DETECTION OF GRAPHENE IN COVID19 VACCINES  https://t.co/xk7si32vY5,en,[],['https://www.researchgate.net/publication/355979001_DETECTION_OF_GRAPHENE_IN_COVID19_VACCINES'],[],0,0,0,[],[],https://twitter.com/IafrateGianni/status/1579509995837984768,False,,0,,,,,,,,[],,,,
1579509992981671936,1578951863575384065,2022-10-10 12:31:42 Eastern Daylight Time,2022-10-10,12:31:42,-0400,713366495527481344,sswowowo,WoS,,@ColinFrizzell @NotWilliamWall2 @dancemonkey73 I've seen #unvaxxed families wiped out from #COVID19. I have not seen ONE #vaccine injury (not counting a sore arm from a needle puncture) #VaccinesWork 2/2,en,[],[],[],0,0,0,"['unvaxxed', 'covid19', 'vaccine', 'vaccineswork']",[],https://twitter.com/SsWowowo/status/1579509992981671936,False,,0,,,,,,,,"[{'screen_name': 'ColinFrizzell', 'name': 'Colin Frizzell 🇨🇦🇮🇪🇺🇦', 'id': '32952010'}, {'screen_name': 'NotWilliamWall2', 'name': 'Not William Wallace', 'id': '1564018723119403010'}, {'screen_name': 'dancemonkey73', 'name': 'Chiara 🇨🇦', 'id': '1544066265790222337'}]",,,,
1579509971099623432,1579509971099623432,2022-10-10 12:31:37 Eastern Daylight Time,2022-10-10,12:31:37,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus dem Kreis #Pinneberg vom 10.10.2022:  Neue Fälle: 434 Fälle kumulativ: 112085  Hospitalisierungen: 11 Verstorbene: 3 Verstorbene (kum.): 551  Infizierte pro 100k EW: 35210.8  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['pinneberg', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579509971099623432,False,,0,,,,,,,,[],,,,
1579509931203792896,1579509931203792896,2022-10-10 12:31:28 Eastern Daylight Time,2022-10-10,12:31:28,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus dem Kreis #Ostholstein vom 10.10.2022:  Neue Fälle: 398 Fälle kumulativ: 64330  Hospitalisierungen: 4 Verstorbene (kum.): 125  Infizierte pro 100k EW: 31844.3  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['ostholstein', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579509931203792896,False,,0,,,,,,,,[],,,,
1579509870487015424,1579509870487015424,2022-10-10 12:31:13 Eastern Daylight Time,2022-10-10,12:31:13,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus dem Kreis #Nordfriesland vom 10.10.2022:  Neue Fälle: 367 Fälle kumulativ: 64006  Hospitalisierungen: 1 Verstorbene (kum.): 181  Infizierte pro 100k EW: 38198.9  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['nordfriesland', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579509870487015424,False,,0,,,,,,,,[],,,,
1579509818196271113,1579509818196271113,2022-10-10 12:31:01 Eastern Daylight Time,2022-10-10,12:31:01,-0400,908781126495305728,covid_scale,COVID Scale,,"Since the start of the pandemic, 1,087,880 Americans have died from #COVID19 (16.6% of all deaths worldwide). That is about the same as 13,770 Frankford Junction train wrecks which killed 79 people in 1943:  https://t.co/OjvaSGmYhs",en,[],['https://en.wikipedia.org/wiki/Frankford_Junction_train_wreck'],[],0,0,0,['covid19'],[],https://twitter.com/COVID_Scale/status/1579509818196271113,False,,0,,,,,,,,[],,,,
1579509812416520197,1579509812416520197,2022-10-10 12:30:59 Eastern Daylight Time,2022-10-10,12:30:59,-0400,1259038248992563200,theauthorweek,Kindle Book Marketing,,The book showcases his resilience and ability to empathize with others.  https://t.co/AvDBRVnaCT @sedhoff #COVID19 #covid  #fear #crisis #health #fitness #dieting #mentalhealth #reader #mustread #CovidIsNotOver #psychological #pathologies  https://t.co/RT0DZlzgQF,en,"[{'screen_name': 'sedhoff', 'name': 'winfried sedhoff', 'id': '1100738586696024064'}]",['https://amzn.to/3eapFWN'],['https://pbs.twimg.com/media/FeuLzVWWQAAbuTp.jpg'],0,1,1,"['covid19', 'covid', 'fear', 'crisis', 'health', 'fitness', 'dieting', 'mentalhealth', 'reader', 'mustread', 'covidisnotover', 'psychological', 'pathologies']",[],https://twitter.com/theauthorweek/status/1579509812416520197,False,,1,https://pbs.twimg.com/media/FeuLzVWWQAAbuTp.jpg,,,,,,,[],,,,
1579509809501868032,1579509809501868032,2022-10-10 12:30:59 Eastern Daylight Time,2022-10-10,12:30:59,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus der Stadt #Neumünster vom 10.10.2022:  Neue Fälle: 125 Fälle kumulativ: 28220  Hospitalisierungen: 8 Verstorbene: 1 Verstorbene (kum.): 102  Infizierte pro 100k EW: 35498.6  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['neumünster', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579509809501868032,False,,0,,,,,,,,[],,,,
1579509803294273536,1579509803294273536,2022-10-10 12:30:57 Eastern Daylight Time,2022-10-10,12:30:57,-0400,1343694782800031745,hospimilbolivar,Hospital Militar Tcnel. César D´ Escrivan,,"#10Oct || Aún cuando las personas ya hayan contraído la infección por #Covid19 deben seguir las indicaciones para cumplir con el esquema de vacunación y las dósis de refuerzo La vacunación te protege a ti mismo, y también a quienes te rodean. @DigesaludFANB @YAlexanderGodoy  https://t.co/lRSjayayFd",es,"[{'screen_name': 'digesaludfanb', 'name': 'digesaludfanb', 'id': '2799991250'}, {'screen_name': 'yalexandergodoy', 'name': 'cnel yonnel godoy', 'id': '1440068783289225223'}]",[],['https://pbs.twimg.com/media/FeuLxMCXkAMrqca.jpg'],0,0,0,"['10oct', 'covid19']",[],https://twitter.com/HospiMilBolivar/status/1579509803294273536,False,,1,https://pbs.twimg.com/media/FeuLxMCXkAMrqca.jpg,,,,,,,[],,,,
1579509792884019200,1579509792884019200,2022-10-10 12:30:55 Eastern Daylight Time,2022-10-10,12:30:55,-0400,1062661687,aytosotillo,Ayuntamiento Sotillo,,💉🦠 AVISO IMPORTANTE El próximo 20 de octubre se administrarán las vacunas contra la gripe y el #COVID19 a los nacidos en 1934 y años anteriores de toda la zona básica de salud de #Sotillo en la Plaza de la Concordia. Atentos a las franjas horarias.  https://t.co/5qFO0ZYcx3,es,[],[],['https://pbs.twimg.com/media/FeuLxOWXkAArm6m.jpg'],0,0,0,"['covid19', 'sotillo']",[],https://twitter.com/aytosotillo/status/1579509792884019200,False,,1,https://pbs.twimg.com/media/FeuLxOWXkAArm6m.jpg,,,,,,,[],,,,
1579509748738596872,1579509748738596872,2022-10-10 12:30:44 Eastern Daylight Time,2022-10-10,12:30:44,-0400,1311314625762398208,coronabotsh,CoronaBotSH,,SARS-CoV-2-Infektionszahlen aus der Hansestadt #Lübeck vom 10.10.2022:  Neue Fälle: 471 Fälle kumulativ: 81548  Hospitalisierungen: 19 Verstorbene (kum.): 147  Infizierte pro 100k EW: 37705.4  #SchleswigHolstein #SARSCoV2 #COVID19 #COVID19sh #COVID19de,de,[],[],[],0,0,0,"['lübeck', 'schleswigholstein', 'sarscov2', 'covid19', 'covid19sh', 'covid19de']",[],https://twitter.com/CoronaBotSH/status/1579509748738596872,False,,0,,,,,,,,[],,,,
1579509744473370624,1579318644928286720,2022-10-10 12:30:43 Eastern Daylight Time,2022-10-10,12:30:43,-0400,1132187982621028353,lundhodges,Lund Hodges 🇺🇸🇩🇰🇪🇺,,"@Cernovich @JackPosobiec Our enemy the Soviets of 1983-1984 passed a (one of many) lies about the US making AIDS in a laboratory. They did this with COVID19, too. If it was engineered, then it was done by those who profitted on it, not the US that spent billions.",en,[],[],[],0,0,0,[],[],https://twitter.com/LundHodges/status/1579509744473370624,False,,0,,,,,,,,"[{'screen_name': 'Cernovich', 'name': 'Cernovich', 'id': '358545917'}, {'screen_name': 'JackPosobiec', 'name': 'Jack Posobiec 🇺🇸', 'id': '592730371'}]",,,,
1579509737074622464,1579509737074622464,2022-10-10 12:30:41 Eastern Daylight Time,2022-10-10,12:30:41,-0400,185968077,simkuihian,Dr SIM Kui Hian,,"#Sarawak: WEEK OF 3 -  9 October    For COVID19 info, go to ： 👉 SDMC FB: Sarawak Disaster Info 👉 SDMC website： https://t.co/A2jtaXjkdH 👉 CovidNOW： https://t.co/wr9WifvM8v  // 根据砂拉越卫生局数据，砂拉越上周 (7天）新增442宗冠病确诊病例。冠病疫情资讯请浏览以上网页。  https://t.co/HUarHmv4iK",zh,[],"['https://sarawakdisastermc.com', 'https://covidnow.moh.gov.my/swk']",['https://pbs.twimg.com/media/FeuLuqaUoAUutOD.jpg'],0,0,0,['sarawak'],[],https://twitter.com/simkuihian/status/1579509737074622464,False,,1,https://pbs.twimg.com/media/FeuLuqaUoAUutOD.jpg,,,,,,,[],,,,
